# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-01-09 17:06:41 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09163500 COLORADO RIVER NEAR COLORADO-UTAH STATE LINE
# -----------------------------------------------------------------------------------
#
# Data provided for site 09163500
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#    02   00065     Gage height, feet
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd	02_00065	02_00065_cd
USGS	09163500	2016-01-05 02:00	MST	3700	P	3.90	P
USGS	09163500	2016-01-05 02:15	MST	3750	P	3.93	P
USGS	09163500	2016-01-05 02:30	MST	3750	P	3.94	P
USGS	09163500	2016-01-05 02:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-05 03:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-05 03:15	MST	3810	P	3.97	P
USGS	09163500	2016-01-05 03:30	MST	3820	P	3.98	P
USGS	09163500	2016-01-05 03:45	MST	3820	P	3.98	P
USGS	09163500	2016-01-05 04:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-05 04:15	MST	3750	P	3.94	P
USGS	09163500	2016-01-05 04:30	MST	3750	P	3.93	P
USGS	09163500	2016-01-05 04:45	MST	3740	P	3.92	P
USGS	09163500	2016-01-05 05:00	MST	3720	P	3.91	P
USGS	09163500	2016-01-05 05:15	MST	3700	P	3.90	P
USGS	09163500	2016-01-05 05:30	MST	3680	P	3.89	P
USGS	09163500	2016-01-05 05:45	MST	3650	P	3.87	P
USGS	09163500	2016-01-05 06:00	MST	3610	P	3.85	P
USGS	09163500	2016-01-05 06:15	MST	3590	P	3.84	P
USGS	09163500	2016-01-05 06:30	MST	3580	P	3.83	P
USGS	09163500	2016-01-05 06:45	MST	3560	P	3.82	P
USGS	09163500	2016-01-05 07:00	MST	3540	P	3.80	P
USGS	09163500	2016-01-05 07:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-05 07:30	MST	3510	P	3.78	P
USGS	09163500	2016-01-05 07:45	MST	3490	P	3.77	P
USGS	09163500	2016-01-05 08:00	MST	3460	P	3.75	P
USGS	09163500	2016-01-05 08:15	MST	3440	P	3.74	P
USGS	09163500	2016-01-05 08:30	MST	3410	P	3.72	P
USGS	09163500	2016-01-05 08:45	MST	3390	P	3.71	P
USGS	09163500	2016-01-05 09:00	MST	3390	P	3.70	P
USGS	09163500	2016-01-05 09:15	MST	3360	P	3.68	P
USGS	09163500	2016-01-05 09:30	MST	3340	P	3.67	P
USGS	09163500	2016-01-05 09:45	MST	3290	P	3.64	P
USGS	09163500	2016-01-05 10:00	MST	3270	P	3.63	P
USGS	09163500	2016-01-05 10:15	MST	3240	P	3.61	P
USGS	09163500	2016-01-05 10:30	MST	3230	P	3.59	P
USGS	09163500	2016-01-05 10:45	MST	3210	P	3.58	P
USGS	09163500	2016-01-05 11:00	MST	3210	P	3.58	P
USGS	09163500	2016-01-05 11:15	MST	3190	P	3.57	P
USGS	09163500	2016-01-05 11:30	MST	3160	P	3.55	P
USGS	09163500	2016-01-05 11:45	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 12:00	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 12:15	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 12:30	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 12:45	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 13:00	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 13:15	MST	3130	P	3.53	P
USGS	09163500	2016-01-05 13:30	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 13:45	MST	3130	P	3.53	P
USGS	09163500	2016-01-05 14:00	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 14:15	MST	3130	P	3.53	P
USGS	09163500	2016-01-05 14:30	MST	3130	P	3.53	P
USGS	09163500	2016-01-05 14:45	MST	3110	P	3.52	P
USGS	09163500	2016-01-05 15:00	MST	3110	P	3.52	P
USGS	09163500	2016-01-05 15:15	MST	3110	P	3.52	P
USGS	09163500	2016-01-05 15:30	MST	3130	P	3.53	P
USGS	09163500	2016-01-05 15:45	MST	3140	P	3.54	P
USGS	09163500	2016-01-05 16:00	MST	3160	P	3.55	P
USGS	09163500	2016-01-05 16:15	MST	3180	P	3.56	P
USGS	09163500	2016-01-05 16:30	MST	3190	P	3.57	P
USGS	09163500	2016-01-05 16:45	MST	3210	P	3.58	P
USGS	09163500	2016-01-05 17:00	MST	3230	P	3.60	P
USGS	09163500	2016-01-05 17:15	MST	3240	P	3.61	P
USGS	09163500	2016-01-05 17:30	MST	3260	P	3.62	P
USGS	09163500	2016-01-05 17:45	MST	3290	P	3.64	P
USGS	09163500	2016-01-05 18:00	MST	3310	P	3.65	P
USGS	09163500	2016-01-05 18:15	MST	3320	P	3.66	P
USGS	09163500	2016-01-05 18:30	MST	3360	P	3.68	P
USGS	09163500	2016-01-05 18:45	MST	3370	P	3.69	P
USGS	09163500	2016-01-05 19:00	MST	3390	P	3.70	P
USGS	09163500	2016-01-05 19:15	MST	3390	P	3.71	P
USGS	09163500	2016-01-05 19:30	MST	3410	P	3.72	P
USGS	09163500	2016-01-05 19:45	MST	3420	P	3.73	P
USGS	09163500	2016-01-05 20:00	MST	3440	P	3.74	P
USGS	09163500	2016-01-05 20:15	MST	3460	P	3.75	P
USGS	09163500	2016-01-05 20:30	MST	3470	P	3.76	P
USGS	09163500	2016-01-05 20:45	MST	3490	P	3.77	P
USGS	09163500	2016-01-05 21:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-05 21:15	MST	3540	P	3.80	P
USGS	09163500	2016-01-05 21:30	MST	3560	P	3.82	P
USGS	09163500	2016-01-05 21:45	MST	3580	P	3.83	P
USGS	09163500	2016-01-05 22:00	MST	3610	P	3.85	P
USGS	09163500	2016-01-05 22:15	MST	3650	P	3.87	P
USGS	09163500	2016-01-05 22:30	MST	3650	P	3.87	P
USGS	09163500	2016-01-05 22:45	MST	3680	P	3.89	P
USGS	09163500	2016-01-05 23:00	MST	3700	P	3.90	P
USGS	09163500	2016-01-05 23:15	MST	3720	P	3.91	P
USGS	09163500	2016-01-05 23:30	MST	3720	P	3.91	P
USGS	09163500	2016-01-05 23:45	MST	3740	P	3.92	P
USGS	09163500	2016-01-06 00:00	MST	3750	P	3.93	P
USGS	09163500	2016-01-06 00:15	MST	3740	P	3.92	P
USGS	09163500	2016-01-06 00:30	MST	3740	P	3.92	P
USGS	09163500	2016-01-06 00:45	MST	3750	P	3.93	P
USGS	09163500	2016-01-06 01:00	MST	3740	P	3.92	P
USGS	09163500	2016-01-06 01:15	MST	3740	P	3.92	P
USGS	09163500	2016-01-06 01:30	MST	3720	P	3.91	P
USGS	09163500	2016-01-06 01:45	MST	3720	P	3.91	P
USGS	09163500	2016-01-06 02:00	MST	3720	P	3.91	P
USGS	09163500	2016-01-06 02:15	MST	3700	P	3.90	P
USGS	09163500	2016-01-06 02:30	MST	3680	P	3.89	P
USGS	09163500	2016-01-06 02:45	MST	3660	P	3.88	P
USGS	09163500	2016-01-06 03:00	MST	3660	P	3.88	P
USGS	09163500	2016-01-06 03:15	MST	3650	P	3.87	P
USGS	09163500	2016-01-06 03:30	MST	3630	P	3.86	P
USGS	09163500	2016-01-06 03:45	MST	3610	P	3.85	P
USGS	09163500	2016-01-06 04:00	MST	3590	P	3.84	P
USGS	09163500	2016-01-06 04:15	MST	3580	P	3.83	P
USGS	09163500	2016-01-06 04:30	MST	3560	P	3.81	P
USGS	09163500	2016-01-06 04:45	MST	3560	P	3.81	P
USGS	09163500	2016-01-06 05:00	MST	3540	P	3.80	P
USGS	09163500	2016-01-06 05:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 05:30	MST	3510	P	3.78	P
USGS	09163500	2016-01-06 05:45	MST	3510	P	3.78	P
USGS	09163500	2016-01-06 06:00	MST	3490	P	3.77	P
USGS	09163500	2016-01-06 06:15	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 06:30	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 06:45	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 07:00	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 07:15	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 07:30	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 07:45	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 08:00	MST	3470	P	3.76	P
USGS	09163500	2016-01-06 08:15	MST	3490	P	3.77	P
USGS	09163500	2016-01-06 08:30	MST	3490	P	3.77	P
USGS	09163500	2016-01-06 08:45	MST	3490	P	3.77	P
USGS	09163500	2016-01-06 09:00	MST	3510	P	3.78	P
USGS	09163500	2016-01-06 09:15	MST	3510	P	3.78	P
USGS	09163500	2016-01-06 09:30	MST	3510	P	3.78	P
USGS	09163500	2016-01-06 09:45	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 10:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 10:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 10:30	MST	3510	P	3.78	P
USGS	09163500	2016-01-06 10:45	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 11:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 11:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 11:30	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 11:45	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 12:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 12:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 12:30	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 12:45	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 13:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 13:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 13:30	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 13:45	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 14:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 14:15	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 14:30	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 14:45	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 15:00	MST	3530	P	3.79	P
USGS	09163500	2016-01-06 15:15	MST	3540	P	3.80	P
USGS	09163500	2016-01-06 15:30	MST	3540	P	3.80	P
USGS	09163500	2016-01-06 15:45	MST	3540	P	3.80	P
USGS	09163500	2016-01-06 16:00	MST	3540	P	3.80	P
USGS	09163500	2016-01-06 16:15	MST	3560	P	3.81	P
USGS	09163500	2016-01-06 16:30	MST	3560	P	3.81	P
USGS	09163500	2016-01-06 16:45	MST	3560	P	3.81	P
USGS	09163500	2016-01-06 17:00	MST	3560	P	3.82	P
USGS	09163500	2016-01-06 17:15	MST	3590	P	3.84	P
USGS	09163500	2016-01-06 17:30	MST	3590	P	3.84	P
USGS	09163500	2016-01-06 17:45	MST	3590	P	3.84	P
USGS	09163500	2016-01-06 18:00	MST	3610	P	3.85	P
USGS	09163500	2016-01-06 18:15	MST	3630	P	3.86	P
USGS	09163500	2016-01-06 18:30	MST	3650	P	3.87	P
USGS	09163500	2016-01-06 18:45	MST	3660	P	3.88	P
USGS	09163500	2016-01-06 19:00	MST	3680	P	3.89	P
USGS	09163500	2016-01-06 19:15	MST	3700	P	3.90	P
USGS	09163500	2016-01-06 19:30	MST	3720	P	3.91	P
USGS	09163500	2016-01-06 19:45	MST	3740	P	3.92	P
USGS	09163500	2016-01-06 20:00	MST	3750	P	3.94	P
USGS	09163500	2016-01-06 20:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-06 20:30	MST	3810	P	3.97	P
USGS	09163500	2016-01-06 20:45	MST	3820	P	3.98	P
USGS	09163500	2016-01-06 21:00	MST	3820	P	3.98	P
USGS	09163500	2016-01-06 21:15	MST	3840	P	3.99	P
USGS	09163500	2016-01-06 21:30	MST	3860	P	4.00	P
USGS	09163500	2016-01-06 21:45	MST	3860	P	4.00	P
USGS	09163500	2016-01-06 22:00	MST	3860	P	4.00	P
USGS	09163500	2016-01-06 22:15	MST	3840	P	3.99	P
USGS	09163500	2016-01-06 22:30	MST	3860	P	4.00	P
USGS	09163500	2016-01-06 22:45	MST	3840	P	3.99	P
USGS	09163500	2016-01-06 23:00	MST	3840	P	3.99	P
USGS	09163500	2016-01-06 23:15	MST	3820	P	3.98	P
USGS	09163500	2016-01-06 23:30	MST	3840	P	3.99	P
USGS	09163500	2016-01-06 23:45	MST	3820	P	3.98	P
USGS	09163500	2016-01-07 00:00	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 00:15	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 00:30	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 00:45	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 01:00	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 01:15	MST	3820	P	3.98	P
USGS	09163500	2016-01-07 01:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 01:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 02:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 02:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 02:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 02:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 03:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 03:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 03:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 03:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 04:00	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 04:15	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 04:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 04:45	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 05:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 05:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 05:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 05:45	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 06:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 06:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 06:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 06:45	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 07:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 07:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 07:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 07:45	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 08:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 08:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 08:30	MST	3750	P	3.94	P
USGS	09163500	2016-01-07 08:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 09:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 09:15	MST	3750	P	3.94	P
USGS	09163500	2016-01-07 09:30	MST	3750	P	3.94	P
USGS	09163500	2016-01-07 09:45	MST	3750	P	3.94	P
USGS	09163500	2016-01-07 10:00	MST	3750	P	3.94	P
USGS	09163500	2016-01-07 10:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 10:30	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 10:45	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 11:00	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 11:15	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 11:30	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 11:45	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 12:00	MST	3860	P	4.00	P
USGS	09163500	2016-01-07 12:15	MST	3860	P	4.00	P
USGS	09163500	2016-01-07 12:30	MST	3860	P	4.00	P
USGS	09163500	2016-01-07 12:45	MST	3820	P	3.98	P
USGS	09163500	2016-01-07 13:00	MST	3840	P	3.99	P
USGS	09163500	2016-01-07 13:15	MST	3840	P	3.99	P
USGS	09163500	2016-01-07 13:30	MST	3840	P	3.99	P
USGS	09163500	2016-01-07 13:45	MST	3840	P	3.99	P
USGS	09163500	2016-01-07 14:00	MST	3840	P	3.99	P
USGS	09163500	2016-01-07 14:15	MST	3840	P	3.99	P
USGS	09163500	2016-01-07 14:30	MST	3820	P	3.98	P
USGS	09163500	2016-01-07 14:45	MST	3820	P	3.98	P
USGS	09163500	2016-01-07 15:00	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 15:15	MST	3820	P	3.98	P
USGS	09163500	2016-01-07 15:30	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 15:45	MST	3810	P	3.97	P
USGS	09163500	2016-01-07 16:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 16:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 16:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 16:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 17:00	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 17:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 17:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 17:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 18:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 18:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 18:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 18:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 19:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 19:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 19:30	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 19:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 20:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 20:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 20:30	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 20:45	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 21:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 21:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 21:30	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 21:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 22:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 22:15	MST	3790	P	3.96	P
USGS	09163500	2016-01-07 22:30	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 22:45	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 23:00	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 23:15	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 23:30	MST	3770	P	3.95	P
USGS	09163500	2016-01-07 23:45	MST	3770	P	3.95	P
